headline,label
Why was Nissan making 3 separate yet similar lines of sports cars from 1960s to early 2000s?,0
Weird buildup on outside of catalytic converter,0
2011 Rogue P0101,0
Question about 2014 Nissan Pathfinder Platinum headlights,0
Did the 3.5 Nissan Altima suffer?,-1
"“I-key system error”, “4wd error” and “tpms error”",0
Full size spare 15 years old. What should I replace it with? Cheap? Name brand?,0
Nissan Altima Jerking,0
"Going on the 9th year owning my 2012 maxima, personably put on 110,000 miles, sadly one major accident, yet fortunately still running great with new Motiv Rims 🤍",-1
Car shuddering,0
2007 Nissan Sentra: AC/Heater Fan makes loud noise when it spins at higher speeds,1
Nissan Gloria OBD?,0
skills test apprenticeship,0
Stunning r34,1
2017 Murano Emissions Sensors “Not Ready”,0
What should I do to my G35?,0
Car radio sometimes working,0
Bottom Lip of the front trim flew off of my car today. Has anyone else had this happen?? Do I have to find a way to replace/cover it? Any help is appreciated!!,1
Help with proper battery on 2016 Nissan Versa Note SV,1
"Nissan owners-do I trade in my 2016 altima for this 2001 miata with 80k miles, 3 owners, clean title?",1
Key relearning,0
2022 Nissan Sentra Yellow Exclamation Icon New Tires,0
Any tips to get Nissan to fix my CVT transmission out of warranty?,0
Dang Nissan anyways,0
Nissan Rogue 2018 - The infotainment system fails to recognize USB devices under normal conditions.,-1
I need a reliable car that will last a long time without big repairs. Thoughts?,0
"Looking to buy a 2019 and 2021 Nissan rouge 60,000 miles each. Good buy?",1
2009 Nissan Quashqi,0
Transmission Oil,0
Has anyone remembered this advert before? ,0
Nissan issues,0
Can you put vinyl tail light sticker on a 2011 Nissan Altima coupe?,0
How cheap are the leases for a new base model manual Nissan Versa?,0
Are all CVT transmissions the same?,0
Altima vs Rouge,0
Car service needed in Northwest San Antonio!,0
Car occasionally won’t start,0
Some art of a G3 Quest using only basic shapes,0
Bumper replacement,0
89 Stanza,0
Price for Nissan Heritage Museum,0
"I want a Nissan Rogue, because I liked my last one (now totaled). However, I'm seeing that they have water leakage issues from 2014, up to 2021. Do the 2022 and 2023 models have this issue?",1
Nissan Ready To Pull The Plug On American Rogue Production,1
NissanConnect with Google built in services after trial ends (2024 Rogue),0
rattle noise in 2005 altima 2.5l,0
I am stuck in Wrocław,-1
Nissan Titan 2023 New Rear Axle rust,0
Nissan Patrol Y60 or Y61,0
Nissan Almera 2005 petrol,0
"Infinity QX60 timing chain - $13,500!!!!",0
Overdrive Light 2016 Nissan Sentra … Help !!!,1
Charging problem with 2015 24kw Japanese import Nissan Leaf,-1
"Nissan thrills sports fans with first in-culture, in-language Latino ‘big game’ experience",1
2021 Sentra SV clock,0
Does anyone know what this orange key sign on my dashboard mean?,0
Strut and shock replacement recommendation. (See text),-1
Rod knock or something less serious?,0
"Bluetooth problems, 2011 Juke",-1
P0350 but no missfire,-1
Where can I get test pipes?,0
Before I buy this 1993 240 what should I know,0
Water in Cabin,0
15 Altima to 14 Pathfinder CVT SWAP ??,0
P1498 code help please!,1
4th Gen Altima’s,0
I plan to get some repairs done on a 09 Altima but I wanted advice as to which repair would be most important to do first,1
How is this little edit I made?,0
Weird noise (?),0
Conditions Question,0
2017 NISSAN SENTRA USED TRANSMISSION SWAP REPOGRAM,0
My Dog taking a dump is the perfect analogy for this hit and run situation I found this morning.,1
Transmission under Warranty but….,0
Just got this today,0
"Help with Qashqai System Faults - 1. Intelligent Forward Collision, 2. Lane Departure, 3. Traffic Sign Recognition.",0
Throttle Body Service?,0
Weird range thing,0
2004 Xterra for $1700?,0
Key fob,0
Nissan Sentra B16 (2009) Head Unit screen issue,0
Whats the possibility I hurt my altima?,-1
"My L31 SE-R 6 speed 1 of 3,075 or is it 3,076???",0
Qashqai: What is the cable good for?,1
I just got a rogue Nissan 2021 this is only button IDK what it does.,-1
2017 Nissan Rogue front defroster weak air flow.,-1
Could be your own pills,0
Car sounds way too loud,0
2020 Nissan Sentra,0
Why do people get so mad when I say my favorite Nissan is the 350z,-1
Rattling noise when idling/accelerating,0
Towing Assembly ‘21 Sentra SR questions,0
Nissan p12 whistling sound under the bonnet,0
1985 Nissan 720 2wd lift kit options?,0
$800 for MAF sensor replacement,0
New 2024 Nissan Sentra SV,0
Subwoofer,0
2023 Sentra SV. Aspen white Tri-coat.,0
Anyone else had this problem with the front 360 camera? 2016 Nissan navara,-1
Cursed GTR's,0
New car: Kicks/Versa/Sentra?,0
2009 Nissan Altima 2.5 SL with Bose -- Subwoofer Not Working,0
Speedometer not working,0
Guys get a Titan before it’s discontinued.,0
Does Key FOB also have transponder?,0
1981 Datsun 200-SX Ad.,0
Need some help 👋🏽,1
"CarPlay app Teams crashed whole panel in my 2021 Murano, but works fine in my 2017 Crv",1
"Toyota, Nissan, 10 others form a new research group powerhouse",0
New keyless-entry fob,0
"No tirekickers, no lowballers, I know what I got don't waste my time.",-1
Unknown noise Nissan Altima 2018 Sv blower Moter? Comes and goes been very cold here recently,0
Car got rear ended.,0
My most liked Instagram photo of 2023,1
How to keep Windshield Drain from Clogging - 2015 Nissan Versa Note,0
How to avoid those paint swirls in the finish,-1
What is the difference between Castrol Transmax ATF/CVT Universal and Castrol 06811-6PK Transmax ATF Black CVT,0
Ariya Virtual Key,0
Is there a perfect way to wash car’s carpet or should i wash it like any normal carpet,1
difference between the 2.5 and the 2.0,0
"First car at 17,what do y’all think",0
2019 Nissan Sentra slow start and beep,0
Where to find OEM trim pieces but in black?,0
Does anyone have info on the bare frame of the 180sx chassis?,0
What Muffler For My 2007 Nissan Xterra Should I Get?,0
"David Beasley, Car Designer, Victorian Gentleman - The Viva Bastardo Show - 043",0
Nissan Note 2007 - could this crack be causing a water leak in my left rear footwell?,-1
does nissan sell new nissanconnect’s?,0
"Nissan Micra (2013) only takes calls via Bluetooth but does not play music. Re-pairing etc. has so far been unsuccessful, the phone is an Android from Samsung. Is there a simple solution?",-1
My wife daily. One word I hate about her Murano… “Gazler “,-1
Big thanks to this sub!,1
What Causes This?,0
Help! 2015 Pathfinder Turned Off Suddenly While Foot on Brake,1
2017 Altima 2.5 loud startup rattle,0
2017 Nissan rogue alarm,-1
Need help with this car issue? What do I do?,1
Thoughts?,0
A brief look at Nissan’s “Clean Sheet” design wave of the 1980s,0
Seeking Help: Mysterious Car Sound Issue - Nissan X Trail 2006,1
2011 Versa 1.8 S HB motor mount cost,0
Altima 2015: looking for advice,0
Oil not pumping… I think,0
Cup holder insert?,0
Will the 2025 Outlander carry over the updated 12.3 inch infotainment from the 2024 Nissan Rogue?,0
2015 Nissan Sentra S making a tire rubbing/grinding noise when turning,0
anyone use lucas transmission fix on an older maxima,0
CVT fluid change for 2019 Nissan Sentra SV 1.8L,0
Can I take the exhaust manifold cover off my car?,-1
"2013 Nissan Versa, won’t shift out of low gear. RPM needle bouncing. ",-1
Does anyone know what this light means on a Juke?,0
Does anyone know the color codes used on the Hardbody Prerunners?,0
Rented at 2023 Armada - lost an AirPod in the second row seat.,-1
What would you change if it was yours 🤔,0
New door lights,0
Totaled?,0
2013 Altima P0011 Code Keeps Coming Back,0
Can't figure out what's wrong with my Altima,-1
2017 Nissan Titan XD Pro-4x speaker replacement,1
"What’s your favorite sounding engine? R34 GTR, Supra, STI or S15",1
Juke,0
Armada fuel problem,-1
"GTR Totalled in Lahore Pakistan 🇵🇰. Guy was probably doing a test run for upcoming drag event which was on 6th Jan. Driver died on spot, Passenger in ICU. Couple of years back when i saw it was 1300+ hp. RIP",-1
Needs some help to identify hardware,1
Oil changes for a Nissan,0
2015 Sentra Backup Camera Stuck,-1
Anywhere here bought vintage NISMO apparel?,0
STEERING WHEEL-LOST STABILITY,0
2019 Qashqai Not Starting After Cold Snap,0
What is the raptor bot,0
What is this called and where can I find it?,0
Ken's 240SX: Twenty Years in the Making — SpeedSF Track Events,0
Need help replacing 2019 Rogue TRUNK brake light,1
Help does anyone know how to fix this. My virtual key was working all day yesterday but for some reason it just won’t connect to my car anymore. It’s supposed to connect via Bluetooth. But my Bluetooth and Wi-Fi works good with any other device.,1
What could this be??,0
60k Maintenance Advice,0
2010 Xterra,0
Are the CVT’s that bad,-1
Maintenance manual,0
A/C problem,-1
Nissan Z just dropped!,0
Nissan Pulsar ST-S 2013,0
Sound system issues,0
Thinking about buying a staega,0
Qashqai 2008 extra switch?,0
"Nissan Engine Failures Investigated in Rogue, Altima and Infiniti QX50",-1
Hello! Thoughts on 2023 Kicks SR Premium?,0
Question for people who have worked at nissan,0
R31 skyline. Help!,1
07 Nissan Altima 3.5 SE. CODE P0840 transmission sensor,0
I'm either getting a used Altima or Maxima later this year. I know to check the vehicle's title and maintenance history beforehand. I want to know how I myself can extend the life of the cvt. Dos and don'ts and whatnot.,1
300zx good first car?,1
2010 Nissan Altima door freezes,0
Is this an original radio for a Versa Advance 2020?,1
Twin R35s,0
The Nissan Heritage Collection,0
2009 Altima won't start! Electrical issue?,0
Gave my LEGO 76917 Skyline GT-R (R34) set a nice shave. Down 14 of the original 18 studs!,1
saw a nismo today:),0
Nissan Versa 2015,0
83 720,0
Replacement Shifter 2011 Nissan Sentra Spec-V,0
2014 Nissan Altima text sound,0
21 Kicks,0
2021 Sentra,0
2019 Nissan central sr,0
Enough with the damn commercials,-1
What year and trim is this Nissan Sentra?,0
"Drawing Nissan Skyline (IG,YTB: PB - My Creations)",0
Is this what the world has come to,0
Can you get the previous generation Key Fob which is much smaller and compact to work with the newer vehicles?,0
2012 Nissan Altima Won't Start - Intelligent Key System,-1
"This light was flashing last night when I parked it and it was flashing for half of my drive in the morning and it’s not the first time that it popped up on my new 2024 Sentra, should I take it back to the dealer",0
Customer Issues,0
I didn’t use a funnel and spilled some of the engine oil around the sides of the oil hole. Will there be any repercussions?,0
2015 Pathfinder codes,0
Noisy brakes,0
Altima Driver Assist Concern,0
How do I turn off TA interrupt on a 2021 Nissan versa SR. I have combed through every single setting and Google has been no help either.,-1
A/T to M/T conversion,0
2023 Nissan Rogue Squealing/ Humming in the cold,0
Versa and tall driver,0
Nissan Sentra 2022,0
Help / Any Idea,1
Whistle noise. ,0
"2024 Nissan Rogue pricing starts at $28,230.",0
"Hey Guys, do you know what this part is called so I can order a replacement? Thanks",1
I promised myself a new Z as my present for beating cancer when I first started treatment.,-1
Got this photo at cars and coffee,0
Anyone know the fuel efficiency on a 1990 Nissan Sentra?,1
Which would you choose between the 2023/2024 Armada SL versus Titan Platinum Reserve,0
My newest shit box,-1
Finally a Maxima in hot wheels. Not the 02 like mine but I'll take it,0
"Joined the family, they're pretty rare here in France ! So I had to take one with a modified bumper, might change it.",1
Got a 2024 Nissan Sentra,0
2005 Nissan Fuga Transmission Issue,0
My 92' Stanza :),1
"Came home fine, went to leave soon after. This came up. Any help?",1
Here's a picture of my Nissan Sunny N14 Hatchback 1.4 SLX (1992),1
Anyone bought an older second hand model qashqai,1
Bruh....,0
No check engine light when key position 2,-1
Need help sourcing CVT for a 2020 Kicks,1
2014 Nissan Murano ABS acuator known issue,0
Can anybody tell me what model this grille is off of?,0
2023 Nissan Sentra SR Trans Swap,0
Nissan Note Squeak,0
got lucky or what,1
2009 Nissan Altima,0
Which one you taking?,0
2009 NISSAN ALTIMA.,0
Japanese Nissan car parts,0
Would you buy a D21 with a rebuilt engine?,0
Headlight harness rating,0
Help with my ECU,1
Transmissions --- Repair or Pass ?,0
Advice,0
"2006 Nissan Altima, over 300k miles and still goin' for it.",0
Are their any differents sizes with the d40 shocks or are they universal,-1
Banned from Nissan App and Website,-1
"Center console usb ports came off the bracket, How does this even happen?",0
My Pretty Much Stock 350z Nismo #0395,1
"Nissan Sentra SV USB 2022 audio issues (audio crackling, music cutting off)",0
Time zone,0
How much of the car does the radio control,0
End of lease buyout questions. Dealer fees,0
Clips for side trim and front bumper,0
Anyone know what this means?,0
$500 for replace the ABS sensor SENTRA 2023,0
Shall I or shall I not? HELP!,-1
Installation videos just dropped‼️,0
nissan r31 and nissan s12 for some nostalgia,0
2012 Rogue starts going crazy while doing 70 on the highway,-1
would a 2017 nissan connect from a maxima work on a 2016 nissan maxima?,0
Barn Find in NZ! Minty 2005 J31 Maxima SST Sport (ST-L),0
CVT fluid change question,0
Shift knob removal help,1
2017 Rogue Sport tail light issue,0
Need help identifying light bulb,1
Starting a car after 4 years.,0
How reliable is the 8th generation of Maximas? (2016-2023),0
1. Nuevos robots de ensamblaje llegan para reforzar la producción de Nis...,0
I have a 2014 sentra and I'm reaching 140k km. I'm super scared about a CVT failure. Anything I can do to help prevent it?,1
Sentra Towing Help,1
Weird noise when 2016 Nissan Altima S is in park/reverse,0
Took a 2024 Sentra out for a test drive and oh my God,1
2014 murano battery replacement AGM or no?,-1
any ideas on the exact model?,0
2023+ Nissan Z front grille dimensions,0
Would you recommend Nissan juke ?,1
My Datsun 240z before I started the teardown and where it is currently at in the rebuild process.,0
How Does My CVT Fluid Still Have Color???,0
Nissan Micra 2015 problem,-1
2021 Murano Battery Drain... help !,1
2016 Rogue passenger seatbelt locked after accident,-1
199K miles 2018 Nissan Rogue,0
Need Help - Altima Key Fob,1
Need help,1
Is there a way to get a refund on any up-sales? (Extended Warranty + Thief Protection)?,-1
Windows with keys,0
Problems filling 2011 Micra,-1
2014 Nissan Sentra New transmission,0
CVT issues: Nissan Altima 2019,0
When should I change my CVT Transmission fluid?,0
Z370 to 430i,0
Errors in my car after putting my winter tires on,-1
Side airbags not deployed in collision,1
2009 Nissan Murano won’t start,0
2015 Nissan frontier,0
DASH,0
is this normal? 2012 rogue,0
Wtf,-1
